row ID,row m/z,row retention time,G95984_repeat_RG10_01_31635.mzXML Peak area,G95983_RA9_01_31462.mzXML Peak area,G95982_repeat_RB8_01_31543.mzXML Peak area,G95952_BA6_01_31659.mzXML Peak area,G96383_RA9_01_31737.mzXML Peak area,G96108_RC5_01_31487.mzXML Peak area,G96130_RE9_01_31521.mzXML Peak area,G95953_BB6_01_31682.mzXML Peak area,G96194_RD5_01_31500.mzXML Peak area,G96107_repeat_RD4_01_31616.mzXML Peak area,G96384_RB6_01_31763.mzXML Peak area,G96385_RB3_01_31754.mzXML Peak area,G96195_RG6_01_31579.mzXML Peak area,G96109_repeat_RB11_01_31549.mzXML Peak area,G96196_RC6_01_31488.mzXML Peak area,G96176_repeat_RE2_01_31625.mzXML Peak area,G95954_RF12_01_31571.mzXML Peak area,G96128_repeat2_BB7_01_31703.mzXML Peak area,G96177_repeat_RG12_01_31637.mzXML Peak area,G96129_RF11_01_31570.mzXML Peak area,G96178_repeat2_RH10_01_31679.mzXML Peak area,
468,1447.8950193373123,5.351467592592593,71638.76300000002,102688.1799999999,153262.6300000001,177085.9004999993,0,73251.16899999966,66378.22849999991,193891.86749999956,53295.116499999946,19508.88499999995,0,0,17763.879500000057,33488.59450000004,18451.09200000004,20046.53749999999,155815.4414999996,54025.72349999991,7353.488500000018,34868.70250000003,22340.76450000011,
475,489.22485703126887,0.7177805555555555,18571.98200000001,13903.396500000003,12618.977499999986,261.0400000000001,0,42084.86400000001,35133.95749999999,199.65299999999957,11523.317500000003,671.2129999999994,0,0,36107.734999999986,43233.315499999946,41390.035999999986,177.99699999999962,321.8319999999998,66185.67800000003,193.61300000000048,65384.70800000003,66809.68699999998,
484,993.2964478480964,4.817991666666668,17071.217000000113,14231.795999999991,21913.058500000105,24475.92349999991,9963.310999999941,386.31799999999737,0,29825.853499999972,511.6800000000018,1226.3739999999916,9188.893000000062,5814.043000000015,310.05449999999917,2021.9705000000235,819.356000000008,0,28976.803999999796,434.4804999999982,0,1520.8875000000053,1038.5054999999925,
502,986.5323020091432,5.365231481481482,18811.758999999976,20218.823500000006,52076.17100000004,57531.14949999993,0,138249.70099999977,74011.73200000006,78519.81949999993,73635.06599999998,35415.36949999993,0,0,35950.50599999995,60119.92600000009,74828.97949999988,53496.3879999998,95728.07500000007,49225.06600000018,56537.13499999993,128324.03750000002,53448.952500000225,
517,608.5730897126375,4.673494444444445,10273.000000000146,9137.003000000002,12469.692999999881,55300.44949999996,0,377.8004999999976,231.5884999999988,63493.14700000018,0,657.7759999999957,0,0,0,440.2940000000016,241.97600000000511,0,50702.8805,601.3485000000065,372.08000000000004,181.88799999999787,223.7205000000008,
532,1065.3644303064466,5.351068333333334,37734.13500000006,41875.34449999996,17102.342000000048,29696.004499999966,291.85949999999707,56425.3744999999,42523.22900000003,43226.823499999846,41848.981499999994,69225.40099999991,338.0459999999971,0,24052.75600000007,52699.838500000056,29646.147000000037,56273.59400000012,45670.80750000003,31787.360499999977,52608.81600000004,47140.60050000001,48724.204500000196,
544,1065.4739323506658,5.353524561403509,29275.516000000043,32968.913499999966,39544.19750000005,39257.21749999991,0,60027.109499999955,48505.359500000064,38070.03649999994,32781.11699999999,73528.77199999995,361.3215,0,27156.545500000062,55038.596000000085,36315.55900000001,47558.75050000007,43460.442500000034,37381.62250000002,47086.50449999999,43706.70050000003,59806.12200000018,
547,615.5803427975194,11.850243650793653,34301.791000000056,24521.23249999986,37452.128999999826,36132.492500000015,88603.50149999995,26849.461000000087,48386.04500000012,66626.3574999999,20629.23949999988,33948.99849999973,20933.22800000013,27363.739500000047,50914.26100000016,63405.027500000164,27505.118000000046,38523.964499999805,30409.15400000009,110889.48550000043,32369.43050000003,45923.550499999896,99341.33099999985,
569,1067.577030804441,5.439871428571429,23364.887999999988,28194.80899999998,15418.525999999976,11545.204499999983,2923.189999999966,20813.507000000085,24828.382999999838,9805.452499999974,40001.783500000194,36113.835,2289.981499999999,1543.0349999999762,21859.875000000087,19672.09349999999,32754.421000000108,47676.53350000001,22292.095500000047,18341.353000000043,37202.55399999993,19810.46249999995,44931.16649999991,
576,1285.3526805554081,5.418683333333333,39166.33700000001,110199.59200000006,105130.67399999994,184861.46600000007,0,220957.93850000022,112524.15349999981,226450.533,123237.8890000003,25642.25350000002,0,0,29080.12349999996,157591.31900000016,56606.65499999996,9535.801000000027,292456.09600000037,137340.75700000016,26786.600499999964,174229.71649999975,65721.1575,
595,1307.7357498055917,5.067116666666667,8995.351499999993,16539.375500000013,10237.13850000002,10687.331000000071,0,13122.101499999912,6978.028000000023,11426.433500000005,4877.512500000004,12092.52000000011,0,0,1116.900000000006,12356.788499999842,438.5009999999986,2271.1440000000175,14662.319500000096,5043.3640000000205,3125.842000000038,6729.834500000021,8687.724999999999,
598,1067.5781679781091,5.439871428571429,23364.887999999988,20585.004000000044,15418.525999999976,19287.451999999997,2923.189999999966,20813.507000000085,24828.382999999838,9805.452499999974,35654.69400000012,29185.727000000035,2289.981499999999,1543.0349999999762,21859.875000000087,19672.09349999999,30169.129000000044,41726.79800000012,18717.993500000153,18341.353000000043,27912.79999999984,19810.46249999995,37079.6349999999,
601,752.4387274382558,5.247077777777777,19989.04599999991,21224.455499999964,15756.602999999996,17044.766999999927,17300.058000000157,7681.458000000174,7632.8315,17159.21200000004,8834.01999999999,13369.101999999955,13193.614000000036,11993.503500000077,5297.354999999958,5514.2920000000395,5331.233499999955,8207.634999999904,18055.958500000015,3562.3705000000073,6694.771499999942,4806.575999999994,8427.582499999937,
604,1040.5516999359784,5.310892063492064,8861.685000000063,10997.727499999994,10759.205000000029,5249.230000000012,523.6799999999903,24567.71849999996,32169.382000000103,5509.920999999974,33219.09599999992,39809.691999999835,2381.926499999985,212.4849999999978,20671.619000000057,32626.712000000018,29106.930999999953,39840.47150000001,10812.654000000017,21839.240499999934,36059.67200000008,27823.921000000028,38039.27949999993,
608,893.4606239197744,5.010252380952381,17191.71599999998,17727.963499999874,15960.753500000053,20583.085999999756,4177.007000000028,8869.58499999997,10825.822499999924,15223.99199999999,8652.932,11860.655999999914,4057.5480000000107,2386.758499999989,3744.845999999975,9439.674000000005,5132.8564999999935,11561.48350000002,20001.22599999992,4753.738999999995,8535.446499999967,8911.252500000066,10984.439000000028,
650,1285.3528073049224,5.418683333333333,39166.33700000001,96149.78100000016,103951.10399999993,186281.89599999995,0,213456.0680000006,112524.15349999975,265265.86400000117,123237.88900000014,25642.25350000002,0,0,29080.12349999996,147230.94550000026,56606.65499999996,9535.801000000027,269080.5460000005,115865.53200000034,25646.18449999994,163948.2949999997,59368.341500000075,
665,598.7998582793756,4.138674561403508,7995.683000000039,8169.187500000015,11177.187500000044,19397.359500000017,308.4499999999932,518.7249999999985,1976.982999999995,26965.604499999838,579.2170000000056,0,189.95000000000033,0,2563.8309999999924,637.4640000000039,766.5700000000002,3882.2245000000203,21435.907499999914,906.1680000000053,5415.899999999989,2240.468499999991,2176.526000000004,
666,789.1721155756996,4.693353125000001,7663.742500000106,14378.814500000004,12189.589999999924,16917.79800000003,281.21999999999997,0,0,27506.345000000056,0,432.3139999999968,0,0,729.2080000000012,270.6630000000017,526.8410000000049,1038.5860000000148,23631.375499999904,225.42300000000415,757.460999999998,177.01599999999792,828.9890000000037,
670,395.27728883228605,8.89648888888889,11530.999000000133,138275.2769999986,217447.61250000028,207720.20349999986,6095.438000000009,184545.07800000173,53403.826500000294,94379.77799999961,383965.48649999977,22342.494500000157,8989.949999999939,19333.786000000266,55714.48800000084,32369.847000000038,70394.83599999879,5444.541999999976,126668.13550000009,84617.31099999891,4718.510999999938,60318.38199999933,17716.336500000154,
679,890.1574850349783,5.173002500000001,15999.467500000099,23162.620500000015,11844.26499999995,11686.452499999983,175.26600000000207,42091.57350000006,33264.72149999998,15693.093999999996,22450.137500000077,50027.59650000006,199.99800000000255,0,6753.7610000000195,46108.02699999943,14223.09000000001,24141.388500000015,28724.53750000016,20317.44649999994,22353.347000000016,30621.931999999855,38283.72999999986,
681,1307.986324646965,5.064071296296296,10960.571999999993,17802.862000000012,13508.208500000004,9080.49500000009,0,17533.44299999989,6632.078499999976,14011.867999999999,3515.899000000013,16678.51650000011,0,0,1144.8225000000061,15639.159999999894,3418.5014999999976,3754.783000000016,18185.06750000005,6719.9850000000215,8408.959500000055,11690.634000000031,9391.063000000015,
707,1051.470689882153,5.4217398148148135,31107.35100000004,76631.03850000008,53799.84500000004,130776.21700000009,0,131233.49550000008,72364.91899999985,152213.81100000005,86322.62050000006,19437.277000000002,0,0,27984.659500000074,70003.88400000011,33275.162500000006,7842.098000000048,185043.58950000018,60362.28350000013,7295.474499999949,97550.28799999985,34844.96550000007,
720,229.21617180108618,8.171623015873017,24319.672499999877,146927.1510000014,61877.385999999606,80988.29050000025,10334.860499999982,58492.4565000006,69451.00350000152,35379.19049999995,184817.63649999944,8632.544500000058,18025.65950000038,16301.89500000006,62684.878000000856,37386.89600000045,80091.96199999898,3570.887000000004,105790.60299999807,32108.6765,3841.366999999986,53278.41300000044,4314.821000000021,
722,767.5649361486602,8.92987807017544,2919.515999999965,165194.2779999984,91052.27199999927,113746.83999999875,265.03200000000106,124099.57050000146,88555.08750000066,56173.86000000006,262557.2964999971,1235.2964999999967,7809.269999999924,3444.145500000055,77910.97149999975,50779.86150000003,93049.4800000012,0,174807.14499999606,44731.650999999205,0,109009.7074999999,1079.6990000000078,
723,932.5276686442772,5.46208888888889,147305.64399999994,122874.62850000156,124894.35799999848,177042.20299999905,106377.35849999888,61983.498000000254,43715.36099999985,164115.61299999952,29927.351499999924,76180.81400000057,82249.94749999994,38852.048999999664,16246.61599999989,88596.65550000058,23354.22050000015,47733.87150000095,186741.2575000001,39856.44799999995,36573.465500000224,52207.20150000014,75006.05449999972,
724,227.08147596482408,3.1929476190476187,201191.15600000022,124372.45350000072,172569.91899999924,148933.72400000007,58896.53799999984,97667.52400000009,104757.49449999961,186615.78999999978,76556.2144999998,167165.36999999976,51959.33599999994,42874.98050000013,99818.45200000008,139188.62549999994,91880.72000000018,167473.9400000002,189552.67550000013,126321.78000000039,193239.79949999996,145792.88249999957,192687.7535000015,
725,423.3086971481246,9.489939682539685,23433.242500000175,294998.23049999925,207840.28599999985,244054.53200000103,4542.55150000004,185149.87450000053,155796.3265000006,100577.2015000007,805763.7279999966,10988.954499999978,77271.19199999997,26080.64699999995,129971.23999999974,30082.791999999718,189789.86799999955,469.63799999999037,328780.85600000067,31955.19400000006,1072.7320000000016,63958.69049999968,10506.908500000167,
726,257.2478048664102,8.86920634920635,35676.98650000088,170962.49050000013,75739.13950000139,116955.98999999759,15237.277999999904,58171.27850000041,43685.817499999896,47938.11250000038,392399.87699999916,20567.409999999636,32607.98600000011,20442.48700000027,39613.09600000053,19109.311999999572,57907.904999998194,23480.05549999994,116057.5389999996,13399.611000000255,25039.17000000016,21438.896999999975,13079.639999999697,
727,166.08628475898084,0.483929365079365,206680.17650000003,115391.08949999999,147512.4985,92677.30850000007,26657.882000000027,422480.80899999983,599120.422,83472.40999999996,512744.5445000001,497076.2910000001,28836.172499999982,21919.052500000005,484238.9335000003,514106.13450000016,584696.6585000003,795602.3870000006,89901.69100000008,673343.9499999995,883020.9445000008,591755.5090000005,802524.7049999995,
730,474.2181455292747,0.34704603174603177,121486.83100000003,86105.97600000002,123900.76399999998,115192.94650000002,49809.13199999998,25500.77049999999,81742.3905,140735.8795,96601.58949999994,31883.90550000001,52744.499999999956,30450.767500000013,116179.39450000001,34476.522500000014,104842.10799999998,152783.37300000008,164600.62850000002,86489.25049999998,149099.64150000009,96846.0485,132557.2560000001,
734,545.8002099519414,4.170503968253969,159596.02900000027,80323.82900000043,157343.97499999928,11075.42399999998,2232.1204999999854,320958.6959999995,287320.77100000036,12332.3025,236475.9264999988,386909.1234999989,1788.9824999999978,1707.4619999999893,142912.66149999926,354131.82200000057,119222.10949999985,222863.5279999995,10800.466999999964,158693.63999999827,282624.10649999714,272554.5590000022,363858.552499999,
736,941.5340507656105,4.8573658730158735,93406.3105000003,86202.1179999994,109542.15400000037,77009.0280000004,24818.015999999792,470593.9149999991,680389.1025000038,86320.68699999974,655084.358,796794.0160000051,20261.100500000255,11853.515000000047,347650.023500004,481052.78499999846,330924.3979999963,708194.2854999999,71976.19649999907,557084.3105000035,627776.0049999952,635329.479499995,1011712.6784999919,
737,970.8711230974546,5.546703968253969,95426.05300000019,79824.20949999976,70196.69999999918,111653.94600000074,43876.76900000014,35845.13750000002,46416.06000000009,82004.30250000024,31137.314500000022,55935.123000000036,32918.983499999944,18377.678000000007,16709.045000000002,58732.29550000008,25816.852000000028,39519.85249999988,108359.76199999992,31679.668999999696,27513.43099999975,48538.280499999804,59129.65800000034,
738,367.2464613899352,8.276842063492062,23384.51999999997,90384.89350000003,47200.079000000966,74601.01950000085,3725.887000000009,46703.946499999634,30170.516000000498,32407.896499999642,37640.54600000037,13197.186499999892,8871.906000000065,5525.020499999993,27279.995499999746,42229.171500000026,27171.02250000021,6915.635999999944,82109.65700000073,15421.918999999929,5869.3924999999945,41570.03299999982,4359.067500000014,
739,941.5350225383733,4.8573658730158735,93406.3105000003,86202.1179999994,109954.79700000037,77009.0280000004,24818.015999999792,478194.97650000214,678132.432000002,86320.68699999974,655084.358,811546.6105000066,20261.100500000255,11853.515000000047,345037.62600000284,493855.2729999978,334440.35399999574,706522.1429999989,62812.355999999025,529654.7565000043,625596.9864999959,631783.2980000013,981478.8649999932,
740,369.35207045015204,10.997825925925925,10848.608999999979,106730.55099999864,135294.83599999914,35347.61849999998,3358.6070000000327,3596.89149999998,2366.148999999988,10634.90500000021,367521.8925000082,241.83200000000687,37454.64950000013,13166.321000000085,1528.9279999999949,383.6329999999974,3649.1674999999505,0,300534.265499999,0,0,471.51599999999587,2229.267499999975,
742,357.30046649169924,8.573725,14096.589500000006,123631.29149999985,77745.26099999987,93299.3364999994,7213.047999999834,55254.22850000052,25794.401999999936,36429.364000000256,43519.13150000026,4842.258000000038,22213.34600000013,16768.604999999974,12287.309500000003,21051.23600000015,12863.827500000067,0,155205.20099999942,13041.994000000112,1066.0725000000123,30045.315999999402,1478.9284999999663,
743,265.25269201207,8.993473015873017,8369.05699999998,78311.00950000077,37677.016499999445,63769.06650000121,1746.5289999999804,22227.94299999973,15338.826999999981,24396.100500000062,136284.07850000204,904.0969999999982,7788.226999999928,3908.514999999912,9043.588499999838,3007.537500000002,16672.763999999956,183.90399999999914,61849.13000000104,3524.73000000002,208.9169999999937,3748.358999999977,378.2375000000028,
744,355.28486980091446,8.925023015873014,12319.095499999896,114376.8199999994,66311.78299999957,73946.7954999997,1766.3449999999934,103130.5385000006,49358.02150000011,29373.14199999977,181651.903999998,5437.891500000044,7327.904999999935,4777.2150000000765,42802.2299999997,24199.747000000025,67577.60800000076,1624.9085000000048,113120.4094999983,17547.023499999927,1364.9354999999853,55652.893500000064,3275.674500000045,
745,447.30852978226505,9.192129999999999,11012.814000000006,132552.29850000003,78164.92099999989,71289.47799999958,1633.8975000000185,95555.72149999971,80771.35199999948,33840.292999999765,436963.4089999977,3532.3895000001075,15633.036999999966,7061.777000000093,63840.70699999967,24195.35199999981,102111.01999999916,0,130549.83099999995,22347.40800000029,623.2199999999899,76402.18349999927,6027.709999999979,
746,421.292769751401,9.032263492063493,4829.705000000132,64583.30200000058,44648.483500001406,57752.0340000008,1053.275999999997,77641.89299999965,44356.234999999586,33056.80349999986,169374.89050000292,3524.9509999999873,6030.898000000072,2739.4735000000655,47018.01050000038,19546.925500000027,54797.49100000077,544.4800000000009,49047.039000000994,24267.249500000078,490.979999999989,47478.82000000116,1877.1649999999486,
747,628.1953160926779,9.487340476190477,5858.0715000000055,60870.25599999963,14070.234500000073,4182.774500000007,2266.4760000000106,12232.151999999895,10675.619000000002,6029.7845000000625,13794.598999999947,9415.00950000006,3560.7389999999596,3305.088499999972,18323.707499999768,13180.48399999991,13901.053499999787,7992.175999999892,11640.749500000044,5004.805500000019,10455.976500000103,13582.782499999741,7667.469000000272,
748,633.1498777999359,9.48863888888889,24184.05750000002,57530.74499999965,12883.252000000068,24620.351500000084,28222.947000000127,14221.308499999883,15804.222999999974,17979.222000000173,11792.401999999962,20945.8185000001,27756.867999999697,28851.306500000013,17388.182499999784,12348.138999999914,13469.311499999789,21617.761500000102,17088.01550000009,18032.72600000007,23560.972000000136,15282.654999999711,17943.067500000514,
749,480.30885947913004,7.109224603174603,14249.465000000153,63529.894999999306,64035.52500000071,419755.23350000044,251999.05650000245,7955.941000000019,4989.873999999991,467933.68849999766,6059.433999999997,1549.349000000012,310185.61200000194,275126.62350000173,4551.451999999993,5888.976000000028,3926.0494999999646,1076.8530000000012,491555.4999999968,5279.309999999975,941.0310000000068,6377.737500000038,1890.7875000000276,
751,421.2926273727192,9.059126984126985,4829.705000000132,78903.6429999998,44648.483500001406,57195.60000000081,1053.275999999997,71372.3149999994,59246.9380000003,32684.437499999865,156699.66399999653,2618.86500000002,6030.898000000072,2448.5489999998986,44903.00650000025,22978.674999999967,76798.81499999993,544.4800000000009,56344.08599999969,13540.075499999743,581.5155000000053,55615.68000000035,3206.408000000062,
757,781.1877789261661,10.4626126984127,22010.702000000147,52607.894999999495,13323.789500000048,20291.642499999645,25814.367999999955,10199.47500000013,15731.64950000026,17095.29150000023,4901.9110000001565,18214.073500000137,22777.57199999955,26854.626500000566,16939.654999999893,14414.53050000002,11374.119499999966,17564.530999999955,15385.778500000217,18943.906000000272,20382.46199999999,16709.710500000405,16902.106000000247,
762,1126.1340814181408,5.076586507936508,84021.22950000015,62565.07400000012,96226.51450000012,62635.07950000081,25665.651500000058,18987.5814999999,17501.855000000003,109151.85050000004,8037.178500000015,22074.907500000165,25063.00199999997,11353.726500000032,5612.821000000003,18945.261499999997,4849.963,10899.739500000127,77270.31600000014,18024.14750000003,8693.688000000095,7342.221000000009,12155.745999999983,
764,710.6747409881107,4.144466666666666,131283.19049999982,44382.66100000002,110203.74100000109,111739.61100000037,5857.16750000004,3341.51549999999,228.54999999999956,172657.845,272.73799999999983,3012.857999999998,8448.36750000004,2350.120499999977,231.59250000000125,5320.075000000032,467.48949999999707,752.9300000000028,103401.32100000093,523.6930000000032,235.4800000000011,747.6849999999863,402.4865000000009,
766,301.21394664722726,8.144342857142858,13718.975499999944,55356.07750000022,29471.338000000185,51549.81349999926,1649.3879999999965,17374.280000000723,19148.750000000808,22639.76449999976,62114.15849999869,3190.010500000007,4055.0349999999808,2504.8679999999877,11595.140000000072,11691.471999999987,29447.781999999894,689.5255000000052,40847.978499999925,12624.91300000002,398.1554999999958,19341.333000000104,882.0110000000182,
768,383.31610442077215,9.486262499999999,4195.561000000009,77254.48599999957,30994.01049999987,33115.287000000244,960.8985000000076,44058.641000000025,20402.48899999994,12829.897500000181,489752.5019999966,1396.4660000000047,12343.784999999942,5181.201499999959,16804.45599999986,5187.492999999964,34869.12649999948,0,85992.6455000004,5019.29600000001,181.1520000000037,10922.81099999977,1304.6280000000338,
773,776.2320166693794,10.46131507936508,1094.4840000000042,41565.01499999961,8892.744000000035,1363.8194999999682,2161.3389999999963,6283.095500000085,5799.1985000000905,1670.8650000000262,4965.439000000161,2679.122499999965,3343.643999999922,4115.5950000000885,10304.047499999939,8389.678500000009,6655.7334999999775,2127.0160000000105,6353.2790000000905,1441.6620000000214,2891.668999999994,8956.116000000233,1884.6780000000376,
775,421.2926905177888,9.121323015873017,6283.1819999999,55631.00999999946,37337.10849999978,33098.11100000009,452.8580000000062,39420.21649999992,30183.92249999968,13703.838999999687,156699.66399999615,2618.86500000002,6195.961000000039,2448.5489999998986,32746.7485000001,11395.557000000199,38224.7750000008,177.88499999999416,64476.873999999996,10298.162499999766,581.5155000000053,34756.58899999953,3206.408000000062,
776,508.2023085387585,0.4800650793650793,52803.31800000001,41641.7245,102118.84100000001,18437.543500000014,6109.007000000005,144113.19999999995,220255.0275,46441.26399999998,158449.8005,290614.1535,5088.569499999997,2931.7575000000006,135506.68050000007,221335.1515000001,144816.74650000012,345342.49100000015,41590.530000000035,188921.6864999998,125583.05000000012,186586.36450000017,344596.7099999998,
778,381.29866761381084,9.089247619047619,25282.019499999955,82941.5670000006,75828.19000000034,71550.65450000009,7843.317999999982,42855.22199999975,24099.22750000003,26503.777500000284,188870.01649999982,14403.51650000006,25288.230000000087,12187.073499999966,30799.99699999986,11353.03949999995,34371.81299999979,10723.030500000117,97209.86099999845,10309.501999999904,13531.570500000076,22172.392500000096,8464.253000000055,
781,1332.7552870358531,5.082244444444445,65683.07600000018,60260.34499999991,68453.65549999964,41044.33850000041,0,74373.00449999995,38122.82550000016,55994.51550000035,28696.82200000001,75389.27999999972,0,0,14932.87950000001,100254.69450000038,16564.632499999985,25791.12350000004,88156.10099999973,30366.826500000105,36071.29700000021,42934.618500000026,44484.936999999685,
782,667.2293607439314,0.292197619047619,76673.62949999997,125772.40450000002,147583.30850000004,128532.93699999999,245716.94699999993,100340.2015,122653.77550000002,178750.21649999995,79069.08949999997,93694.14849999998,221738.56250000006,225618.3559999999,94119.96300000003,50825.409,78689.4105,77645.12049999999,64582.14599999998,85017.421,61866.98199999997,100984.89800000002,69651.9075,
784,239.23714948349195,8.86920634920635,12061.770500000264,55808.07200000007,24473.953500000564,43753.27199999911,5491.553499999965,20999.40500000009,15300.957499999957,16611.49750000016,155319.11199999932,7485.271499999993,10676.051000000041,9188.409500000218,15813.69200000012,9871.874499999969,19758.68149999942,8698.178499999984,36001.28749999977,6420.928000000152,6804.443000000066,8960.891499999881,4121.578999999905,
787,521.3815745035806,10.774570833333332,4463.621499999968,63228.950999999724,43037.154499999895,116716.87600000059,76238.53799999965,1282.3015000000055,477.2270000000016,19221.036999999924,598697.8775000005,0,1052204.2975000031,567353.8044999979,268.55000000000916,0,1644.1005000000434,0,64765.04299999968,0,0,283.5470000000091,363.1420000000054,
788,1332.4999855391352,5.080723148148149,61553.91050000013,54604.61499999991,63481.430499999704,36532.6225000004,0,69710.41299999993,35417.89050000017,50332.783000000316,27004.670000000006,70302.65899999974,0,0,12181.309000000007,91477.55350000033,16531.97100000001,23731.743000000046,81111.0259999998,29830.513000000097,30135.411000000175,41613.08450000003,39024.77299999972,
789,451.33996872361956,9.909152631578948,5793.166499999892,83314.6744999993,61925.577499999476,57959.93950000034,1408.2445000000037,25200.1290000001,20183.28250000001,19259.712499999827,325322.0970000018,1133.1560000000118,32652.112000000336,5373.441999999846,8546.885000000115,2894.500999999959,29129.307499999857,0,101915.13349999941,2810.2990000000436,0,3605.2174999999856,1223.914999999973,
790,120.08095818662648,0.483929365079365,73275.74550000002,32126.903000000002,51378.274,31641.67200000003,10536.549000000008,144007.3749999999,204200.08199999997,25942.30099999999,172318.64400000003,162202.54100000003,11055.022999999994,7697.0015,165601.43550000008,171861.75450000007,200697.89750000014,267781.7850000002,32165.201500000032,240334.79949999976,289930.84700000024,191060.27550000016,266239.78849999985,
791,499.76157869152553,3.8134754385964906,55229.2614999999,30635.08949999998,39007.25749999998,5333.368999999968,0,191505.7279999994,156827.83499999996,5552.137499999985,151455.9459999998,226494.08300000004,193.22500000000034,0,145124.6500000002,214531.1685000011,173118.78849999994,224220.65199999968,6935.7514999999885,166704.28950000086,254576.60700000045,160680.11249999987,204149.92299999885,
795,362.0972070581822,0.36499444444444445,103323.22850000001,166455.191,361641.0385000001,125613.47650000002,260891.0870000001,157291.4285,216398.70099999997,514278.0459999999,217421.2175,177395.8755,274167.17100000003,237612.41549999997,174655.1555,168903.35300000003,176782.112,342644.11300000007,244669.64450000008,194278.29550000007,60829.7195,241729.46550000002,366123.7465,
797,262.1647202231334,0.38563253968253963,88144.31250000001,47431.31300000001,73150.62900000004,70428.95500000002,28535.454500000003,57511.41449999997,44670.906,65999.692,22390.506499999996,68156.118,23282.91999999999,19811.5825,39571.83900000001,78978.12299999999,52197.68349999999,60475.315500000004,80825.96850000002,52609.80999999999,91620.70949999997,55482.62649999996,66041.20800000001,
798,576.1288704224094,1.4772476190476191,143276.33250000002,49988.261500000015,103495.75500000022,126448.07850000015,59782.356000000014,52255.914999999986,44803.93950000003,127037.88149999999,628.5635000000009,93723.2764999998,54077.84350000011,25468.130999999932,2932.8670000000034,83830.26700000005,2426.6785000000027,21823.03799999996,132497.99250000008,86415.47900000014,53808.98900000002,52036.53200000012,32412.181499999995,
800,549.4128711922459,11.216879166666667,5126.047499999977,76846.99400000057,63743.40500000016,108869.71050000045,99804.40649999942,284.5849999999975,264.7890000000016,21584.82350000005,492627.76100000105,0,1093599.3660000067,544525.7730000014,227.6819999999953,0,1208.6910000000091,0,97848.93749999968,0,0,182.20650000000322,167.53499999999548,
803,409.331699146599,9.571125438596493,3593.2934999999543,39609.484000000295,26566.064000000028,19215.637999999613,202.67499999999418,20029.411999999516,14768.777000000026,11205.154000000026,343035.55800000334,504.5795000000088,9257.521500000017,4473.262,13516.921999999997,2835.182500000014,27676.435499999534,0,45482.298000000475,3812.6314999999945,0,6867.295500000129,647.7270000000119,
805,533.1550847828446,0.3530433333333333,50664.942,108203.784,171888.71050000002,73286.574,180122.33300000004,107451.62899999999,192889.77899999998,219909.46149999995,0,143446.36349999998,183408.24150000003,116400.50900000003,136978.26799999998,132573.4315,122859.45049999998,259904.29500000013,183279.88850000003,128500.32750000001,34813.71450000001,164850.185,326153.94950000005,
806,325.2351228086857,7.685642063492062,6585.337500000051,25577.212500000147,21107.883000000078,256550.59049999763,38122.777999999904,2469.066499999999,1229.762500000002,124944.44899999975,1980.2710000000047,1772.7969999999855,45454.28050000071,40025.95949999962,2560.828499999979,2056.4219999999896,2255.659500000019,2045.3215000000075,235993.77550000107,917.1035000000018,2393.7445000000002,2385.944999999977,706.9680000000099,
812,850.2505408531414,10.9047,896.3720000000037,24002.17250000022,5963.802000000045,666.6815000000048,2842.1269999999695,4017.530999999954,3731.6799999999666,1471.101999999969,3949.6715000000304,1349.9524999999908,3220.3270000000107,3834.409000000001,6702.546999999797,4511.1045000000095,4524.8464999999405,823.7240000000054,4955.089000000022,1548.4050000000243,1677.5289999999727,6216.854999999958,1279.8675000000346,
814,1059.9188888688204,5.4516404761904775,52043.47699999984,23502.113000000332,43754.06099999961,36066.67700000004,16150.818999999796,29649.952500000112,27689.171999999813,42501.10249999978,18459.94750000011,25586.8805000002,13771.548999999995,7944.387499999889,17994.364000000023,37028.47850000006,27568.42900000022,36900.4605000007,46641.021500000104,31376.48899999996,26038.655499999917,31624.671000000053,25038.248499999856,
816,700.5725941340128,10.405162820512821,7260.232500000058,24988.81749999988,59177.68749999951,51801.960500000365,7679.487000000109,0,0,63297.976499998964,66724.02899999969,0,123867.8480000006,48263.20349999949,211.5600000000042,0,388.0605000000068,0,130912.36250000037,0,0,0,2075.9239999999704,
818,576.350682423775,4.521169047619048,32592.66099999985,23996.440000000217,32224.57050000025,93540.56750000043,17373.713000000167,950995.0194999914,1574895.8384999966,134843.7729999996,3135873.515500014,1132800.519499999,14269.557999999972,12532.133500000045,1962085.3154999998,1017443.3055000028,2774905.4860000107,3638836.044999993,133039.94350000098,1439689.8325000026,2529295.764000014,1591984.2954999981,4050133.960500013,
822,527.2884400883427,3.4807546296296294,35664.513500000096,24416.689000000188,34169.319000000134,7171.340000000022,0,25074.512000000002,15015.253000000017,10638.373499999978,11825.266500000002,39869.90150000018,0,0,10080.645000000073,38597.21400000003,16218.994000000024,20581.15699999995,11894.79700000001,23906.315499999946,26954.735499999948,15902.734000000002,23954.864500000043,
